Embedding-based	Giggle-legacy
Brain_Angular_Gyrus_Repressed_PolyComb	NH_A_Astrocytes_Bivalent_Poised_TSS
Fetal_Muscle_Leg_ZNF_genes_and_repeats	H9_Cell_Line_Transcr_at_gene_5_and_3
Breast_Myoepithelial_Cells_Bivalent_Poised_TSS	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Bivalent_Poised_TSS
Adult_Liver_Flanking_Active_TSS	K562_Leukemia_Transcr_at_gene_5_and_3
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Transcr_at_gene_5_and_3	Left_Ventricle_Transcr_at_gene_5_and_3
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3	Skeletal_Muscle_Male_Flanking_Bivalent_TSS_Enh
Sigmoid_Colon_ZNF_genes_and_repeats	NH_A_Astrocytes_Transcr_at_gene_5_and_3
HMEC_Mammary_Epithelial_Enhancers	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
Mobilized_CD34_Primary_Cells_Male_Enhancers	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__Th_Primary_Cells_Enhancers	Spleen_Bivalent_Poised_TSS
GM12878_Lymphoblastoid_Transcr_at_gene_5_and_3	CD19_Primary_Cells_Peripheral_UW_Bivalent_Enhancer
Neurosphere_Cultured_Cells_Cortex_Derived_Enhancers	Psoas_Muscle_Flanking_Bivalent_TSS_Enh
HepG2_Hepatocellular_Carcinoma_Flanking_Active_TSS	HepG2_Hepatocellular_Carcinoma_Flanking_Active_TSS
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Transcr_at_gene_5_and_3	NHEK_Epidermal_Keratinocytes_Transcr_at_gene_5_and_3
Gastric_Enhancers	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Bivalent_Enhancer
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Enhancers	CD34_Cultured_Cells_Transcr_at_gene_5_and_3
CD19_Primary_Cells_Cord_BI_Genic_enhancers	Brain_Inferior_Temporal_Lobe_Flanking_Bivalent_TSS_Enh
Breast_vHMEC_Enhancers	iPS_20b_Cell_Line_Flanking_Active_TSS
Gastric_ZNF_genes_and_repeats	Brain_Inferior_Temporal_Lobe_Bivalent_Poised_TSS
NH_A_Astrocytes_Genic_enhancers	iPS_DF_19.11_Cell_Line_Flanking_Bivalent_TSS_Enh
H9_Cell_Line_Repressed_PolyComb	Fetal_Kidney_Flanking_Bivalent_TSS_Enh
CD19_Primary_Cells_Peripheral_UW_Active_TSS	Adipose_Nuclei_Bivalent_Poised_TSS
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Enhancers	Adipose_Nuclei_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_ZNF_genes_and_repeats	CD56_Primary_Cells_Bivalent_Enhancer
HUES48_Cell_Line_Active_TSS	CD4pp_CD25__Th_Primary_Cells_Bivalent_Enhancer
Right_Atrium_Repressed_PolyComb	iPS_DF_6.9_Cell_Line_Flanking_Bivalent_TSS_Enh
HepG2_Hepatocellular_Carcinoma_Genic_enhancers	4star_Flanking_Bivalent_TSS_Enh
Fetal_Intestine_Small_Enhancers	HUES6_Cell_Line_Flanking_Bivalent_TSS_Enh
HSMM_Skeletal_Muscle_Myoblasts_Genic_enhancers	Thymus_Transcr_at_gene_5_and_3
GM12878_Lymphoblastoid_Enhancers	CD8_Memory_Primary_Cells_Bivalent_Enhancer
Stomach_Smooth_Muscle_Enhancers	Brain_Hippocampus_Middle_Bivalent_Poised_TSS
Brain_Hippocampus_Middle_Bivalent_Poised_TSS	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Bivalent_Enhancer
K562_Leukemia_Transcr_at_gene_5_and_3	Colon_Smooth_Muscle_Bivalent_Poised_TSS
Brain_Germinal_Matrix_Bivalent_Poised_TSS	A549_EtOH_0.02pct_Lung_Carcinoma_Flanking_Active_TSS
Brain_Mid_Frontal_Lobe_ZNF_genes_and_repeats	CD4_Naive_Primary_Cells_Bivalent_Enhancer
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Enhancers	Duodenum_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
CD14_Primary_Cells_ZNF_genes_and_repeats	Left_Ventricle_Bivalent_Poised_TSS
Right_Ventricle_ZNF_genes_and_repeats	Brain_Angular_Gyrus_Bivalent_Poised_TSS
Osteoblasts_Genic_enhancers	Brain_Substantia_Nigra_Flanking_Bivalent_TSS_Enh
HMEC_Mammary_Epithelial_Flanking_Active_TSS	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Transcr_at_gene_5_and_3
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	Brain_Cingulate_Gyrus_Bivalent_Poised_TSS
Small_Intestine_Repressed_PolyComb	Colon_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
Mobilized_CD34_Primary_Cells_Female_Enhancers	Brain_Substantia_Nigra_Bivalent_Poised_TSS
A549_EtOH_0.02pct_Lung_Carcinoma_Genic_enhancers	NHLF_Lung_Fibroblasts_Transcr_at_gene_5_and_3
ES_I3_Cell_Line_Enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Flanking_Bivalent_TSS_Enh
Ovary_Genic_enhancers	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_29_Repressed_PolyComb	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
HeLa_S3_Cervical_Carcinoma_Enhancers	HSMM_Skeletal_Muscle_Myoblasts_Transcr_at_gene_5_and_3
Gastric_Active_TSS	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Bivalent_Enhancer
HeLa_S3_Cervical_Carcinoma_Genic_enhancers	Brain_Cingulate_Gyrus_Flanking_Bivalent_TSS_Enh
Fetal_Brain_Male_ZNF_genes_and_repeats	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
CD15_Primary_Cells_Active_TSS	Osteoblasts_Transcr_at_gene_5_and_3
H1_Derived_Mesenchymal_Stem_Cells_Repressed_PolyComb	NHDF_Ad_Adult_Dermal_Fibroblasts_Transcr_at_gene_5_and_3
CD3_Primary_Cells_Cord_BI_Flanking_Active_TSS	Brain_Hippocampus_Middle_Flanking_Bivalent_TSS_Enh
Placenta_Amnion_Active_TSS	Brain_Mid_Frontal_Lobe_Flanking_Bivalent_TSS_Enh
CD4_Naive_Primary_Cells_Genic_enhancers	Rectal_Smooth_Muscle_Bivalent_Poised_TSS
Fetal_Lung_Enhancers	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Flanking_Bivalent_TSS_Enh
Fetal_Adrenal_Gland_Flanking_Bivalent_TSS_Enh	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Bivalent_Enhancer
HepG2_Hepatocellular_Carcinoma_Enhancers	Breast_vHMEC_Bivalent_Enhancer
Lung_Active_TSS	Brain_Mid_Frontal_Lobe_Bivalent_Poised_TSS
Fetal_Muscle_Trunk_ZNF_genes_and_repeats	Fetal_Intestine_Large_Transcr_at_gene_5_and_3
Fetal_Lung_Transcr_at_gene_5_and_3	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Transcr_at_gene_5_and_3
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3	Stomach_Smooth_Muscle_Bivalent_Poised_TSS
NHDF_Ad_Adult_Dermal_Fibroblasts_Bivalent_Poised_TSS	Brain_Anterior_Caudate_Flanking_Bivalent_TSS_Enh
Gastric_Heterochromatin	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Bivalent_Enhancer
CD4_Memory_Primary_Cells_Enhancers	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
H1_Cell_Line_Repressed_PolyComb	CD19_Primary_Cells_Cord_BI_Bivalent_Enhancer
Pancreatic_Islets_Active_TSS	A549_EtOH_0.02pct_Lung_Carcinoma_Transcr_at_gene_5_and_3
CD15_Primary_Cells_Enhancers	Left_Ventricle_Flanking_Bivalent_TSS_Enh
Duodenum_Smooth_Muscle_Enhancers	Neurosphere_Cultured_Cells_Cortex_Derived_Transcr_at_gene_5_and_3
NHLF_Lung_Fibroblasts_Enhancers	Adult_Liver_Bivalent_Enhancer
NHDF_Ad_Adult_Dermal_Fibroblasts_Genic_enhancers	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Flanking_Bivalent_TSS_Enh
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Transcr_at_gene_5_and_3	Peripheral_Blood_Mononuclear_Primary_Cells_Bivalent_Enhancer
HMEC_Mammary_Epithelial_Repressed_PolyComb	Spleen_Enhancers
Fetal_Brain_Female_Enhancers	H9_Cell_Line_Flanking_Bivalent_TSS_Enh
Dnd41_TCell_Leukemia_Genic_enhancers	Lung_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Leg_Flanking_Bivalent_TSS_Enh	H1_Derived_Mesenchymal_Stem_Cells_Flanking_Bivalent_TSS_Enh
Rectal_Mucosa.Donor_29_Enhancers	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Bivalent_Poised_TSS
Osteoblasts_Bivalent_Poised_TSS	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Transcr_at_gene_5_and_3
Colon_Smooth_Muscle_Bivalent_Poised_TSS	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Transcr_at_gene_5_and_3
NHLF_Lung_Fibroblasts_ZNF_genes_and_repeats	HUVEC_Umbilical_Vein_Endothelial_Cells_Transcr_at_gene_5_and_3
Pancreas_Transcr_at_gene_5_and_3	Breast_Myoepithelial_Cells_Flanking_Bivalent_TSS_Enh
Peripheral_Blood_Mononuclear_Primary_Cells_Repressed_PolyComb	GM12878_Lymphoblastoid_Bivalent_Enhancer
Psoas_Muscle_Active_TSS	Fetal_Thymus_Bivalent_Enhancer
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Transcr_at_gene_5_and_3	Dnd41_TCell_Leukemia_Bivalent_Enhancer
HMEC_Mammary_Epithelial_ZNF_genes_and_repeats	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Flanking_Bivalent_TSS_Enh
HUES6_Cell_Line_ZNF_genes_and_repeats	CD34_Cultured_Cells_Bivalent_Enhancer
CD3_Primary_Cells_Cord_BI_Enhancers	Stomach_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Genic_enhancers	Stomach_Mucosa_Bivalent_Enhancer
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Flanking_Bivalent_TSS_Enh	Sigmoid_Colon_Bivalent_Enhancer
NHEK_Epidermal_Keratinocytes_Enhancers	Brain_Anterior_Caudate_Bivalent_Poised_TSS
Fetal_Intestine_Large_Active_TSS	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Bivalent_Poised_TSS
CD14_Primary_Cells_Flanking_Active_TSS	Fetal_Brain_Male_Bivalent_Enhancer
Colon_Smooth_Muscle_Enhancers	Rectal_Mucosa.Donor_31_Transcr_at_gene_5_and_3
Rectal_Smooth_Muscle_Enhancers	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Transcr_at_gene_5_and_3
Dnd41_TCell_Leukemia_Enhancers	Small_Intestine_Bivalent_Enhancer
Fetal_Heart_Enhancers	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Transcr_at_gene_5_and_3
CD14_Primary_Cells_Bivalent_Enhancer	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Transcr_at_gene_5_and_3
Monocytes_CD14pp_RO01746_Enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Transcr_at_gene_5_and_3
Fetal_Thymus_Flanking_Active_TSS	ES_I3_Cell_Line_Flanking_Bivalent_TSS_Enh
ES_I3_Cell_Line_Genic_enhancers	HeLa_S3_Cervical_Carcinoma_Transcr_at_gene_5_and_3
iPS_20b_Cell_Line_Transcr_at_gene_5_and_3	CD3_Primary_Cells_Peripheral_UW_Bivalent_Enhancer
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Repressed_PolyComb	CD34_Primary_Cells_Bivalent_Enhancer
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	HMEC_Mammary_Epithelial_Bivalent_Enhancer
Esophagus_ZNF_genes_and_repeats	Stomach_Mucosa_Transcr_at_gene_5_and_3
Neurosphere_Cultured_Cells_Cortex_Derived_Flanking_Bivalent_TSS_Enh	Colon_Smooth_Muscle_Transcr_at_gene_5_and_3
Left_Ventricle_ZNF_genes_and_repeats	ES_I3_Cell_Line_Flanking_Active_TSS
CD19_Primary_Cells_Peripheral_UW_Flanking_Active_TSS	CD3_Primary_Cells_Cord_BI_Bivalent_Enhancer
Neurosphere_Cultured_Cells_Cortex_Derived_ZNF_genes_and_repeats	HUVEC_Umbilical_Vein_Endothelial_Cells_Bivalent_Enhancer
CD4_Memory_Primary_Cells_Genic_enhancers	Spleen_Bivalent_Enhancer
Breast_Myoepithelial_Cells_Bivalent_Enhancer	Peripheral_Blood_Mononuclear_Primary_Cells_Enhancers
CD19_Primary_Cells_Cord_BI_Transcr_at_gene_5_and_3	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
Small_Intestine_Enhancers	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
CD34_Cultured_Cells_ZNF_genes_and_repeats	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Bivalent_Enhancer
ES_WA7_Cell_Line_Enhancers	Adult_Liver_Bivalent_Poised_TSS
HUES48_Cell_Line_Transcr_at_gene_5_and_3	Rectal_Mucosa.Donor_29_Transcr_at_gene_5_and_3
H9_Derived_Neuron_Cultured_Cells_Enhancers	Placenta_Amnion_Bivalent_Enhancer
NH_A_Astrocytes_Transcr_at_gene_5_and_3	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Transcr_at_gene_5_and_3
Psoas_Muscle_Bivalent_Poised_TSS	Monocytes_CD14pp_RO01746_Bivalent_Enhancer
Stomach_Mucosa_Repressed_PolyComb	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Repressed_PolyComb
Small_Intestine_Bivalent_Poised_TSS	GM12878_Lymphoblastoid_Repressed_PolyComb
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Genic_enhancers	Mobilized_CD34_Primary_Cells_Female_Bivalent_Enhancer
Aorta_Transcr_at_gene_5_and_3	CD3_Primary_Cells_Peripheral_UW_Transcr_at_gene_5_and_3
Placenta_Amnion_Transcr_at_gene_5_and_3	Small_Intestine_Enhancers
HSMM_Skeletal_Muscle_Myoblasts_Bivalent_Poised_TSS	Placenta_Amnion_Enhancers
Colon_Smooth_Muscle_Repressed_PolyComb	CD8_Memory_Primary_Cells_Transcr_at_gene_5_and_3
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS	Fetal_Heart_Flanking_Bivalent_TSS_Enh
iPS_18_Cell_Line_Genic_enhancers	Peripheral_Blood_Mononuclear_Primary_Cells_Transcr_at_gene_5_and_3
Stomach_Mucosa_Bivalent_Enhancer	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Enhancers
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Flanking_Active_TSS	Small_Intestine_Flanking_Bivalent_TSS_Enh
NHDF_Ad_Adult_Dermal_Fibroblasts_Enhancers	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Transcr_at_gene_5_and_3
H1_BMP4_Derived_Trophoblast_Cultured_Cells_ZNF_genes_and_repeats	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Bivalent_Enhancer
Breast_Myoepithelial_Cells_ZNF_genes_and_repeats	CD8_Naive_Primary_Cells_Repressed_PolyComb
Fetal_Muscle_Leg_Flanking_Active_TSS	Right_Ventricle_Transcr_at_gene_5_and_3
iPS_DF_6.9_Cell_Line_Enhancers	CD4_Naive_Primary_Cells_Repressed_PolyComb
Adipose_Nuclei_Repressed_PolyComb	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Repressed_PolyComb
Duodenum_Mucosa_Repressed_PolyComb	CD8_Memory_Primary_Cells_Repressed_PolyComb
Rectal_Mucosa.Donor_31_Repressed_PolyComb	Lung_Transcr_at_gene_5_and_3
Duodenum_Mucosa_ZNF_genes_and_repeats	CD19_Primary_Cells_Peripheral_UW_Enhancers
Fetal_Brain_Female_ZNF_genes_and_repeats	Peripheral_Blood_Mononuclear_Primary_Cells_Repressed_PolyComb
CD4pp_CD25__Th_Primary_Cells_Bivalent_Enhancer	CD4_Memory_Primary_Cells_Repressed_PolyComb
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Enhancer	Sigmoid_Colon_Enhancers
HUVEC_Umbilical_Vein_Endothelial_Cells_Enhancers	Sigmoid_Colon_Transcr_at_gene_5_and_3
H1_Cell_Line_Active_TSS	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Repressed_PolyComb
iPS_DF_19.11_Cell_Line_Heterochromatin	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Repressed_PolyComb
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Bivalent_Enhancer	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Repressed_PolyComb
Fetal_Heart_Genic_enhancers	CD56_Primary_Cells_Enhancers
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Flanking_Active_TSS	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Bivalent_Enhancer
iPS_15b_Cell_Line_Enhancers	Fetal_Lung_Bivalent_Enhancer
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Enhancers	ES_WA7_Cell_Line_Flanking_Active_TSS
CD8_Naive_Primary_Cells_Bivalent_Enhancer	Placenta_Amnion_Transcr_at_gene_5_and_3
Spleen_Transcr_at_gene_5_and_3	CD15_Primary_Cells_Repressed_PolyComb
Ovary_Repressed_PolyComb	Esophagus_Transcr_at_gene_5_and_3
CD19_Primary_Cells_Peripheral_UW_Genic_enhancers	Thymus_Repressed_PolyComb
iPS_18_Cell_Line_Enhancers	CD56_Primary_Cells_Repressed_PolyComb
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Enhancers	Pancreas_Transcr_at_gene_5_and_3
A549_EtOH_0.02pct_Lung_Carcinoma_Enhancers	Fetal_Thymus_Repressed_PolyComb
ES_WA7_Cell_Line_Active_TSS	Lung_Bivalent_Poised_TSS
Brain_Substantia_Nigra_Transcr_at_gene_5_and_3	CD8_Naive_Primary_Cells_Enhancers
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Genic_enhancers	CD19_Primary_Cells_Peripheral_UW_Repressed_PolyComb
HUVEC_Umbilical_Vein_Endothelial_Cells_Genic_enhancers	Stomach_Smooth_Muscle_Transcr_at_gene_5_and_3
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	Fetal_Brain_Male_Enhancers
Brain_Inferior_Temporal_Lobe_ZNF_genes_and_repeats	Brain_Inferior_Temporal_Lobe_Transcr_at_gene_5_and_3
Osteoblasts_Enhancers	CD4_Memory_Primary_Cells_Enhancers
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Flanking_Active_TSS	Fetal_Placenta_Bivalent_Enhancer
H1_Cell_Line_Bivalent_Enhancer	Mobilized_CD34_Primary_Cells_Male_Bivalent_Enhancer
Skeletal_Muscle_Female_ZNF_genes_and_repeats	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Enhancers
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Flanking_Bivalent_TSS_Enh	Stomach_Mucosa_Repressed_PolyComb
Fetal_Heart_Bivalent_Enhancer	Brain_Hippocampus_Middle_Transcr_at_gene_5_and_3
Fetal_Thymus_Bivalent_Enhancer	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Repressed_PolyComb
Osteoblasts_ZNF_genes_and_repeats	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Transcr_at_gene_5_and_3
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	Gastric_Transcr_at_gene_5_and_3
NHDF_Ad_Adult_Dermal_Fibroblasts_Transcr_at_gene_5_and_3	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Repressed_PolyComb
H9_Cell_Line_Enhancers	CD4pp_CD25__Th_Primary_Cells_Repressed_PolyComb
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Heterochromatin	H1_Derived_Mesenchymal_Stem_Cells_Bivalent_Enhancer
Rectal_Mucosa.Donor_29_ZNF_genes_and_repeats	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Enhancers
Muscle_Satellite_Cultured_Cells_Enhancers	CD14_Primary_Cells_Transcr_at_gene_5_and_3
HUES64_Cell_Line_Transcr_at_gene_5_and_3	Sigmoid_Colon_Repressed_PolyComb
NHEK_Epidermal_Keratinocytes_Flanking_Active_TSS	4star_Bivalent_Enhancer
HUVEC_Umbilical_Vein_Endothelial_Cells_Transcr_at_gene_5_and_3	CD14_Primary_Cells_Enhancers
Duodenum_Smooth_Muscle_Repressed_PolyComb	CD4_Naive_Primary_Cells_Enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Active_TSS	Mobilized_CD34_Primary_Cells_Female_Transcr_at_gene_5_and_3
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_ZNF_genes_and_repeats	Breast_Myoepithelial_Cells_Transcr_at_gene_5_and_3
Breast_vHMEC_Genic_enhancers	Brain_Substantia_Nigra_Transcr_at_gene_5_and_3
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Transcr_at_gene_5_and_3	CD15_Primary_Cells_Enhancers
Adipose_Nuclei_ZNF_genes_and_repeats	CD8_Memory_Primary_Cells_Enhancers
Small_Intestine_ZNF_genes_and_repeats	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Enhancer
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Bivalent_Poised_TSS	Stomach_Mucosa_Enhancers
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Genic_enhancers	Small_Intestine_Repressed_PolyComb
Brain_Angular_Gyrus_Transcr_at_gene_5_and_3	CD4_Naive_Primary_Cells_Transcr_at_gene_5_and_3
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Heterochromatin	Brain_Cingulate_Gyrus_Transcr_at_gene_5_and_3
Left_Ventricle_Active_TSS	HMEC_Mammary_Epithelial_Repressed_PolyComb
H1_Derived_Mesenchymal_Stem_Cells_Transcr_at_gene_5_and_3	Brain_Mid_Frontal_Lobe_Transcr_at_gene_5_and_3
HUES48_Cell_Line_Enhancers	Lung_Enhancers
CD14_Primary_Cells_Enhancers	CD3_Primary_Cells_Peripheral_UW_Enhancers
HUES48_Cell_Line_Genic_enhancers	CD19_Primary_Cells_Cord_BI_Repressed_PolyComb
CD4pp_CD25__Th_Primary_Cells_Genic_enhancers	H1_Derived_Mesenchymal_Stem_Cells_Enhancers
HUES64_Cell_Line_Enhancers	CD14_Primary_Cells_Repressed_PolyComb
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Flanking_Active_TSS	Gastric_Enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Repressed_PolyComb	Spleen_Transcr_at_gene_5_and_3
Psoas_Muscle_Transcr_at_gene_5_and_3	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Enhancers
Fetal_Muscle_Leg_Bivalent_Poised_TSS	CD19_Primary_Cells_Cord_BI_Enhancers
Brain_Mid_Frontal_Lobe_Transcr_at_gene_5_and_3	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Transcr_at_gene_5_and_3
Brain_Substantia_Nigra_Bivalent_Poised_TSS	iPS_DF_6.9_Cell_Line_Repressed_PolyComb
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	Neurosphere_Cultured_Cells_Cortex_Derived_Bivalent_Enhancer
Fetal_Thymus_Bivalent_Poised_TSS	Fetal_Heart_Weak_transcription
Stomach_Mucosa_ZNF_genes_and_repeats	CD34_Cultured_Cells_Repressed_PolyComb
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Transcr_at_gene_5_and_3	Pancreatic_Islets_Transcr_at_gene_5_and_3
Right_Atrium_Genic_enhancers	ES_WA7_Cell_Line_Repressed_PolyComb
Duodenum_Mucosa_Bivalent_Poised_TSS	CD4pp_CD25__Th_Primary_Cells_Transcr_at_gene_5_and_3
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Enhancers
Stomach_Mucosa_Bivalent_Poised_TSS	Rectal_Mucosa.Donor_31_Bivalent_Enhancer
CD4_Memory_Primary_Cells_Bivalent_Enhancer	Breast_vHMEC_Repressed_PolyComb
K562_Leukemia_Repressed_PolyComb	Fetal_Brain_Male_Transcr_at_gene_5_and_3
Breast_vHMEC_Active_TSS	Thymus_Bivalent_Enhancer
iPS_20b_Cell_Line_Enhancers	Fetal_Placenta_Enhancers
NH_A_Astrocytes_Bivalent_Poised_TSS	Brain_Anterior_Caudate_Transcr_at_gene_5_and_3
Pancreatic_Islets_ZNF_genes_and_repeats	Mobilized_CD34_Primary_Cells_Male_Transcr_at_gene_5_and_3
iPS_18_Cell_Line_Transcr_at_gene_5_and_3	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers
Brain_Cingulate_Gyrus_ZNF_genes_and_repeats	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Repressed_PolyComb
Fetal_Lung_Bivalent_Poised_TSS	CD4pp_CD25__Th_Primary_Cells_Enhancers
Stomach_Smooth_Muscle_ZNF_genes_and_repeats	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Bivalent_Enhancer
GM12878_Lymphoblastoid_Flanking_Active_TSS	Duodenum_Mucosa_Transcr_at_gene_5_and_3
Aorta_Active_TSS	Fetal_Heart_ZNF_genes_and_repeats
Peripheral_Blood_Mononuclear_Primary_Cells_Enhancers	Pancreas_Enhancers
Fetal_Muscle_Trunk_Flanking_Active_TSS	CD3_Primary_Cells_Cord_BI_Repressed_PolyComb
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Enhancers	Adult_Liver_Enhancers
Right_Atrium_ZNF_genes_and_repeats	Breast_vHMEC_Enhancers
NH_A_Astrocytes_ZNF_genes_and_repeats	CD34_Primary_Cells_Enhancers
K562_Leukemia_ZNF_genes_and_repeats	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Enhancers
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_ZNF_genes_and_repeats	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Repressed_PolyComb
