Embedding-based	Giggle-legacy
HUES6_Cell_Line_Bivalent_Enhancer	HSMM_Skeletal_Muscle_Myoblasts_Bivalent_Poised_TSS
Small_Intestine_Genic_enhancers	Colonic_Mucosa_Bivalent_Poised_TSS
Esophagus_Repressed_PolyComb	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	Colonic_Mucosa_Flanking_Bivalent_TSS_Enh
HUVEC_Umbilical_Vein_Endothelial_Cells_Enhancers	Sigmoid_Colon_Bivalent_Poised_TSS
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Genic_enhancers	Brain_Mid_Frontal_Lobe_Transcr_at_gene_5_and_3
CD34_Cultured_Cells_Genic_enhancers	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Transcr_at_gene_5_and_3
Pancreas_Repressed_PolyComb	K562_Leukemia_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Enhancers	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Skeletal_Muscle_Male_Transcr_at_gene_5_and_3	Skeletal_Muscle_Male_Transcr_at_gene_5_and_3
CD3_Primary_Cells_Peripheral_UW_Active_TSS	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS
Rectal_Mucosa.Donor_29_Bivalent_Poised_TSS	CD56_Primary_Cells_Bivalent_Enhancer
Rectal_Smooth_Muscle_Flanking_Active_TSS	CD19_Primary_Cells_Cord_BI_Bivalent_Enhancer
Small_Intestine_ZNF_genes_and_repeats	Skeletal_Muscle_Male_Flanking_Bivalent_TSS_Enh
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Genic_enhancers	Colon_Smooth_Muscle_Bivalent_Poised_TSS
ES_I3_Cell_Line_Bivalent_Enhancer	Placenta_Amnion_Enhancers
CD3_Primary_Cells_Cord_BI_Genic_enhancers	Thymus_Bivalent_Enhancer
CD4_Memory_Primary_Cells_Enhancers	CD19_Primary_Cells_Peripheral_UW_Enhancers
iPS_18_Cell_Line_Flanking_Active_TSS	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Bivalent_Poised_TSS
CD8_Memory_Primary_Cells_ZNF_genes_and_repeats	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Bivalent_Enhancer
Skeletal_Muscle_Male_Active_TSS	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Bivalent_Poised_TSS
CD56_Primary_Cells_Bivalent_Enhancer	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Bivalent_Enhancer
Skeletal_Muscle_Female_Genic_enhancers	Muscle_Satellite_Cultured_Cells_Transcr_at_gene_5_and_3
Rectal_Mucosa.Donor_31_ZNF_genes_and_repeats	CD8_Naive_Primary_Cells_Enhancers
Fetal_Intestine_Large_Enhancers	Pancreatic_Islets_Bivalent_Poised_TSS
CD15_Primary_Cells_Genic_enhancers	H9_Cell_Line_Bivalent_Poised_TSS
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Active_TSS	HeLa_S3_Cervical_Carcinoma_Transcr_at_gene_5_and_3
Brain_Cingulate_Gyrus_Flanking_Active_TSS	Rectal_Smooth_Muscle_Bivalent_Poised_TSS
CD4pp_CD25__Th_Primary_Cells_Enhancers	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Bivalent_Poised_TSS
Breast_vHMEC_Enhancers	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Transcr_at_gene_5_and_3
Breast_Myoepithelial_Cells_ZNF_genes_and_repeats	Adipose_Nuclei_Flanking_Bivalent_TSS_Enh
CD14_Primary_Cells_Bivalent_Enhancer	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Bivalent_Poised_TSS
CD15_Primary_Cells_Enhancers	Peripheral_Blood_Mononuclear_Primary_Cells_Bivalent_Enhancer
CD4_Naive_Primary_Cells_Genic_enhancers	A549_EtOH_0.02pct_Lung_Carcinoma_Transcr_at_gene_5_and_3
Rectal_Mucosa.Donor_29_ZNF_genes_and_repeats	Skeletal_Muscle_Male_Bivalent_Poised_TSS
NHDF_Ad_Adult_Dermal_Fibroblasts_ZNF_genes_and_repeats	CD4pp_CD25__Th_Primary_Cells_Bivalent_Poised_TSS
Fetal_Lung_Bivalent_Enhancer	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Flanking_Bivalent_TSS_Enh
CD56_Primary_Cells_ZNF_genes_and_repeats	Psoas_Muscle_Bivalent_Poised_TSS
NHDF_Ad_Adult_Dermal_Fibroblasts_Enhancers	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Bivalent_Enhancer
Mobilized_CD34_Primary_Cells_Female_Enhancers	CD3_Primary_Cells_Cord_BI_Bivalent_Enhancer
HepG2_Hepatocellular_Carcinoma_ZNF_genes_and_repeats	NH_A_Astrocytes_Transcr_at_gene_5_and_3
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Bivalent_Enhancer	Brain_Inferior_Temporal_Lobe_Transcr_at_gene_5_and_3
HepG2_Hepatocellular_Carcinoma_Enhancers	Osteoblasts_Transcr_at_gene_5_and_3
Fetal_Stomach_Bivalent_Enhancer	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Bivalent_Poised_TSS
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Flanking_Active_TSS	CD19_Primary_Cells_Peripheral_UW_Transcr_at_gene_5_and_3
Adult_Liver_Bivalent_Enhancer	Brain_Cingulate_Gyrus_Transcr_at_gene_5_and_3
iPS_DF_6.9_Cell_Line_Genic_enhancers	ES_WA7_Cell_Line_Flanking_Bivalent_TSS_Enh
CD4_Memory_Primary_Cells_Genic_enhancers	CD4_Memory_Primary_Cells_Enhancers
H9_Derived_Neuron_Cultured_Cells_Bivalent_Enhancer	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Enhancers
Adult_Liver_Genic_enhancers	Fetal_Brain_Female_Transcr_at_gene_5_and_3
Breast_Myoepithelial_Cells_Genic_enhancers	Spleen_Enhancers
Fetal_Muscle_Trunk_Flanking_Active_TSS	CD56_Primary_Cells_Enhancers
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Active_TSS	Brain_Germinal_Matrix_Transcr_at_gene_5_and_3
HMEC_Mammary_Epithelial_Enhancers	Stomach_Mucosa_Bivalent_Enhancer
Duodenum_Smooth_Muscle_Flanking_Active_TSS	HMEC_Mammary_Epithelial_Flanking_Bivalent_TSS_Enh
Fetal_Placenta_Flanking_Active_TSS	Thymus_Transcr_at_gene_5_and_3
CD19_Primary_Cells_Cord_BI_Genic_enhancers	Esophagus_Bivalent_Poised_TSS
Pancreatic_Islets_Enhancers	Fetal_Placenta_Bivalent_Poised_TSS
Spleen_Genic_enhancers	iPS_DF_6.9_Cell_Line_Flanking_Bivalent_TSS_Enh
iPS_DF_19.11_Cell_Line_Bivalent_Enhancer	Brain_Anterior_Caudate_Transcr_at_gene_5_and_3
Fetal_Adrenal_Gland_Bivalent_Enhancer	Stomach_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Transcr_at_gene_5_and_3	Mobilized_CD34_Primary_Cells_Male_Bivalent_Poised_TSS
NHDF_Ad_Adult_Dermal_Fibroblasts_Bivalent_Poised_TSS	Brain_Inferior_Temporal_Lobe_Bivalent_Poised_TSS
Fetal_Lung_Flanking_Active_TSS	Brain_Cingulate_Gyrus_Bivalent_Poised_TSS
CD8_Memory_Primary_Cells_Repressed_PolyComb	Brain_Hippocampus_Middle_Bivalent_Poised_TSS
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Repressed_PolyComb	Psoas_Muscle_Flanking_Bivalent_TSS_Enh
CD3_Primary_Cells_Peripheral_UW_Bivalent_Enhancer	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Flanking_Bivalent_TSS_Enh
Adipose_Nuclei_Active_TSS	Brain_Mid_Frontal_Lobe_Flanking_Bivalent_TSS_Enh
HUES6_Cell_Line_ZNF_genes_and_repeats	NHDF_Ad_Adult_Dermal_Fibroblasts_Transcr_at_gene_5_and_3
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Active_TSS	CD4_Naive_Primary_Cells_Enhancers
ES_WA7_Cell_Line_Bivalent_Poised_TSS	CD34_Primary_Cells_Bivalent_Enhancer
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	Brain_Hippocampus_Middle_Flanking_Bivalent_TSS_Enh
iPS_15b_Cell_Line_Bivalent_Enhancer	Small_Intestine_Enhancers
CD8_Naive_Primary_Cells_Transcr_at_gene_5_and_3	Right_Ventricle_Transcr_at_gene_5_and_3
CD4_Memory_Primary_Cells_Bivalent_Enhancer	Brain_Cingulate_Gyrus_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Trunk_Bivalent_Enhancer	Neurosphere_Cultured_Cells_Cortex_Derived_Flanking_Bivalent_TSS_Enh
CD8_Memory_Primary_Cells_Bivalent_Enhancer	Fetal_Heart_Enhancers
CD19_Primary_Cells_Peripheral_UW_Enhancers	iPS_DF_19.11_Cell_Line_Flanking_Bivalent_TSS_Enh
Breast_Myoepithelial_Cells_Flanking_Active_TSS	Brain_Angular_Gyrus_Flanking_Bivalent_TSS_Enh
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_ZNF_genes_and_repeats	GM12878_Lymphoblastoid_Bivalent_Enhancer
CD4_Naive_Primary_Cells_Bivalent_Enhancer	Adult_Liver_Bivalent_Enhancer
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Bivalent_Enhancer	HUVEC_Umbilical_Vein_Endothelial_Cells_Bivalent_Enhancer
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_ZNF_genes_and_repeats	Brain_Substantia_Nigra_Bivalent_Poised_TSS
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Strong_transcription	Right_Atrium_Genic_enhancers
Fetal_Kidney_Transcr_at_gene_5_and_3	Monocytes_CD14pp_RO01746_Bivalent_Enhancer
Brain_Inferior_Temporal_Lobe_Flanking_Active_TSS	CD8_Memory_Primary_Cells_Enhancers
Pancreas_Flanking_Bivalent_TSS_Enh	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Bivalent_Poised_TSS
HUVEC_Umbilical_Vein_Endothelial_Cells_Genic_enhancers	Left_Ventricle_Bivalent_Poised_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_Transcr_at_gene_5_and_3	4star_Bivalent_Poised_TSS
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Transcr_at_gene_5_and_3	Esophagus_Transcr_at_gene_5_and_3
Dnd41_TCell_Leukemia_Flanking_Bivalent_TSS_Enh	Brain_Hippocampus_Middle_Transcr_at_gene_5_and_3
Brain_Angular_Gyrus_Bivalent_Poised_TSS	CD34_Cultured_Cells_Bivalent_Enhancer
Brain_Anterior_Caudate_Flanking_Active_TSS	Brain_Mid_Frontal_Lobe_Bivalent_Poised_TSS
Duodenum_Mucosa_ZNF_genes_and_repeats	Brain_Angular_Gyrus_Bivalent_Poised_TSS
CD4pp_CD25__Th_Primary_Cells_Bivalent_Enhancer	Sigmoid_Colon_Enhancers
Breast_Myoepithelial_Cells_Enhancers	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Bivalent_Enhancer
Fetal_Heart_Enhancers	Brain_Inferior_Temporal_Lobe_Flanking_Bivalent_TSS_Enh
Pancreas_Transcr_at_gene_5_and_3	CD19_Primary_Cells_Cord_BI_Enhancers
CD8_Naive_Primary_Cells_Bivalent_Enhancer	Mobilized_CD34_Primary_Cells_Female_Bivalent_Enhancer
Breast_Myoepithelial_Cells_Bivalent_Enhancer	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Enhancers
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Bivalent_Enhancer	Rectal_Smooth_Muscle_Transcr_at_gene_5_and_3
HSMM_Skeletal_Muscle_Myoblasts_Flanking_Active_TSS	Brain_Substantia_Nigra_Flanking_Bivalent_TSS_Enh
Fetal_Brain_Female_Active_TSS	HMEC_Mammary_Epithelial_Bivalent_Poised_TSS
Colonic_Mucosa_Active_TSS	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Transcr_at_gene_5_and_3
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS	Adipose_Nuclei_Bivalent_Poised_TSS
Brain_Anterior_Caudate_Bivalent_Poised_TSS	Placenta_Amnion_Flanking_Bivalent_TSS_Enh
Fetal_Thymus_Genic_enhancers	Small_Intestine_Bivalent_Enhancer
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Repressed_PolyComb	Colon_Smooth_Muscle_Transcr_at_gene_5_and_3
Neurosphere_Cultured_Cells_Cortex_Derived_Bivalent_Enhancer	4star_Flanking_Bivalent_TSS_Enh
Skeletal_Muscle_Male_Genic_enhancers	Skeletal_Muscle_Female_Transcr_at_gene_5_and_3
Monocytes_CD14pp_RO01746_Active_TSS	Esophagus_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_ZNF_genes_and_repeats	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Flanking_Bivalent_TSS_Enh
iPS_DF_6.9_Cell_Line_ZNF_genes_and_repeats	Stomach_Smooth_Muscle_Bivalent_Poised_TSS
Fetal_Lung_Bivalent_Poised_TSS	CD3_Primary_Cells_Peripheral_UW_Bivalent_Enhancer
Right_Atrium_Bivalent_Poised_TSS	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Enhancers
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Genic_enhancers	Brain_Anterior_Caudate_Flanking_Bivalent_TSS_Enh
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS	Fetal_Intestine_Small_Bivalent_Enhancer
CD19_Primary_Cells_Cord_BI_Active_TSS	Neurosphere_Cultured_Cells_Cortex_Derived_Bivalent_Poised_TSS
4star_Repressed_PolyComb	CD3_Primary_Cells_Peripheral_UW_Enhancers
Fetal_Brain_Female_ZNF_genes_and_repeats	Left_Ventricle_Flanking_Bivalent_TSS_Enh
Brain_Hippocampus_Middle_Active_TSS	Colonic_Mucosa_Transcr_at_gene_5_and_3
Adipose_Nuclei_ZNF_genes_and_repeats	CD34_Primary_Cells_Enhancers
Dnd41_TCell_Leukemia_Transcr_at_gene_5_and_3	Rectal_Smooth_Muscle_Bivalent_Enhancer
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Bivalent_Enhancer	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Transcr_at_gene_5_and_3
Fetal_Muscle_Trunk_Active_TSS	Breast_Myoepithelial_Cells_Bivalent_Poised_TSS
Esophagus_Transcr_at_gene_5_and_3	Rectal_Mucosa.Donor_31_Bivalent_Enhancer
Colonic_Mucosa_Transcr_at_gene_5_and_3	CD4pp_CD25__Th_Primary_Cells_Enhancers
Stomach_Mucosa_Bivalent_Enhancer	H1_Derived_Mesenchymal_Stem_Cells_Flanking_Bivalent_TSS_Enh
Dnd41_TCell_Leukemia_Genic_enhancers	Breast_vHMEC_Bivalent_Enhancer
iPS_DF_6.9_Cell_Line_Transcr_at_gene_5_and_3	Spleen_Flanking_Bivalent_TSS_Enh
HUES48_Cell_Line_Flanking_Active_TSS	Sigmoid_Colon_Bivalent_Enhancer
Fetal_Adrenal_Gland_Genic_enhancers	K562_Leukemia_Bivalent_Poised_TSS
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Transcr_at_gene_5_and_3	Colon_Smooth_Muscle_Bivalent_Enhancer
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Active_TSS	Breast_Myoepithelial_Cells_Flanking_Bivalent_TSS_Enh
Neurosphere_Cultured_Cells_Cortex_Derived_ZNF_genes_and_repeats	Fetal_Intestine_Large_Bivalent_Enhancer
Colon_Smooth_Muscle_Flanking_Active_TSS	Peripheral_Blood_Mononuclear_Primary_Cells_Transcr_at_gene_5_and_3
Right_Atrium_Active_TSS	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Bivalent_Enhancer
Brain_Inferior_Temporal_Lobe_Active_TSS	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers
Duodenum_Smooth_Muscle_ZNF_genes_and_repeats	Aorta_Bivalent_Poised_TSS
iPS_20b_Cell_Line_Flanking_Active_TSS	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Bivalent_Enhancer
CD34_Cultured_Cells_Active_TSS	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Enhancers
Fetal_Stomach_Genic_enhancers	Fetal_Heart_Bivalent_Enhancer
Fetal_Placenta_Bivalent_Enhancer	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Enhancers
Adult_Liver_Active_TSS	Spleen_Bivalent_Enhancer
Osteoblasts_Active_TSS	Brain_Anterior_Caudate_Bivalent_Poised_TSS
Brain_Inferior_Temporal_Lobe_Bivalent_Poised_TSS	CD14_Primary_Cells_Enhancers
iPS_20b_Cell_Line_Bivalent_Enhancer	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Flanking_Bivalent_TSS_Enh
IMR90_Cell_Line_Flanking_Active_TSS	Rectal_Mucosa.Donor_29_Transcr_at_gene_5_and_3
iPS_15b_Cell_Line_Bivalent_Poised_TSS	Stomach_Mucosa_Enhancers
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Genic_enhancers	Adult_Liver_Enhancers
Fetal_Thymus_Bivalent_Enhancer	Placenta_Amnion_Bivalent_Enhancer
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Flanking_Active_TSS	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Active_TSS	CD3_Primary_Cells_Peripheral_UW_Transcr_at_gene_5_and_3
A549_EtOH_0.02pct_Lung_Carcinoma_ZNF_genes_and_repeats	Duodenum_Smooth_Muscle_Bivalent_Enhancer
Fetal_Intestine_Small_Genic_enhancers	Fetal_Brain_Male_Bivalent_Enhancer
Monocytes_CD14pp_RO01746_Flanking_Bivalent_TSS_Enh	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
CD34_Primary_Cells_ZNF_genes_and_repeats	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Enhancers
HepG2_Hepatocellular_Carcinoma_Genic_enhancers	Brain_Substantia_Nigra_Enhancers
CD3_Primary_Cells_Cord_BI_Bivalent_Poised_TSS	iPS_18_Cell_Line_Bivalent_Enhancer
Brain_Cingulate_Gyrus_Bivalent_Poised_TSS	HepG2_Hepatocellular_Carcinoma_Transcr_at_gene_5_and_3
Colonic_Mucosa_Flanking_Active_TSS	Thymus_Enhancers
Sigmoid_Colon_Repressed_PolyComb	NH_A_Astrocytes_Bivalent_Enhancer
Brain_Anterior_Caudate_Active_TSS	Rectal_Mucosa.Donor_29_Bivalent_Enhancer
Brain_Angular_Gyrus_Flanking_Active_TSS	4star_Enhancers
Skeletal_Muscle_Male_Bivalent_Enhancer	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Transcr_at_gene_5_and_3
Mobilized_CD34_Primary_Cells_Female_Bivalent_Enhancer	Placenta_Amnion_Bivalent_Poised_TSS
iPS_18_Cell_Line_ZNF_genes_and_repeats	iPS_DF_6.9_Cell_Line_Transcr_at_gene_5_and_3
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Genic_enhancers	Mobilized_CD34_Primary_Cells_Female_Bivalent_Poised_TSS
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Transcr_at_gene_5_and_3	Mobilized_CD34_Primary_Cells_Male_Bivalent_Enhancer
NHDF_Ad_Adult_Dermal_Fibroblasts_Flanking_Active_TSS	Fetal_Adrenal_Gland_Enhancers
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Poised_TSS	Fetal_Stomach_Enhancers
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Active_TSS	Fetal_Lung_Bivalent_Enhancer
Duodenum_Smooth_Muscle_Active_TSS	Fetal_Placenta_Enhancers
Right_Atrium_Genic_enhancers	HMEC_Mammary_Epithelial_Bivalent_Enhancer
Brain_Anterior_Caudate_Repressed_PolyComb	Fetal_Thymus_Enhancers
Right_Atrium_Strong_transcription	Psoas_Muscle_Bivalent_Enhancer
Fetal_Brain_Male_Flanking_Active_TSS	Fetal_Lung_Enhancers
Mobilized_CD34_Primary_Cells_Male_Active_TSS	Rectal_Mucosa.Donor_31_Transcr_at_gene_5_and_3
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Bivalent_Poised_TSS	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Transcr_at_gene_5_and_3
iPS_20b_Cell_Line_Active_TSS	A549_EtOH_0.02pct_Lung_Carcinoma_Bivalent_Enhancer
CD34_Primary_Cells_Active_TSS	CD4_Naive_Primary_Cells_Repressed_PolyComb
Brain_Mid_Frontal_Lobe_Flanking_Active_TSS	CD4_Memory_Primary_Cells_Repressed_PolyComb
Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_ZNF_genes_and_repeats	Colonic_Mucosa_Bivalent_Enhancer
CD3_Primary_Cells_Peripheral_UW_ZNF_genes_and_repeats	Skeletal_Muscle_Female_Bivalent_Enhancer
HMEC_Mammary_Epithelial_Active_TSS	Pancreas_Enhancers
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Flanking_Active_TSS	NHLF_Lung_Fibroblasts_Bivalent_Enhancer
CD34_Cultured_Cells_ZNF_genes_and_repeats	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Bivalent_Enhancer
Fetal_Kidney_Heterochromatin	CD8_Memory_Primary_Cells_Repressed_PolyComb
NHLF_Lung_Fibroblasts_Flanking_Active_TSS	Lung_Enhancers
Fetal_Muscle_Trunk_Repressed_PolyComb	CD3_Primary_Cells_Cord_BI_Enhancers
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_ZNF_genes_and_repeats	Brain_Angular_Gyrus_Enhancers
Rectal_Mucosa.Donor_31_Active_TSS	H9_Derived_Neuron_Cultured_Cells_Flanking_Bivalent_TSS_Enh
NH_A_Astrocytes_Active_TSS	Breast_Myoepithelial_Cells_Transcr_at_gene_5_and_3
HUES64_Cell_Line_Flanking_Active_TSS	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Repressed_PolyComb
Adult_Liver_Repressed_PolyComb	Esophagus_Bivalent_Enhancer
Ovary_Transcr_at_gene_5_and_3	Colonic_Mucosa_Enhancers
Mobilized_CD34_Primary_Cells_Male_Bivalent_Enhancer	hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Enhancers
iPS_DF_6.9_Cell_Line_Repressed_PolyComb	HUVEC_Umbilical_Vein_Endothelial_Cells_Enhancers
Sigmoid_Colon_Transcr_at_gene_5_and_3	Colon_Smooth_Muscle_Enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Active_TSS	Brain_Cingulate_Gyrus_Enhancers
CD56_Primary_Cells_Active_TSS	H1_Derived_Mesenchymal_Stem_Cells_Enhancers
Fetal_Stomach_Flanking_Active_TSS	Gastric_Enhancers
Fetal_Intestine_Small_Bivalent_Enhancer	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Bivalent_Poised_TSS
CD34_Primary_Cells_Bivalent_Enhancer	Duodenum_Mucosa_Bivalent_Enhancer
Thymus_Active_TSS	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Transcr_at_gene_5_and_3
CD4pp_CD25pp_CD127__Treg_Primary_Cells_ZNF_genes_and_repeats	Breast_vHMEC_Enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Bivalent_Enhancer	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Transcr_at_gene_5_and_3
Spleen_Transcr_at_gene_5_and_3	CD15_Primary_Cells_Enhancers
Fetal_Placenta_Genic_enhancers	Brain_Germinal_Matrix_Enhancers
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS	Brain_Mid_Frontal_Lobe_Enhancers
Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Transcr_at_gene_5_and_3	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Bivalent_Enhancer
Fetal_Intestine_Large_Flanking_Active_TSS	Mobilized_CD34_Primary_Cells_Female_Enhancers
Brain_Substantia_Nigra_Bivalent_Poised_TSS	iPS_15b_Cell_Line_Bivalent_Enhancer
Fetal_Intestine_Small_Flanking_Active_TSS	H1_Cell_Line_Bivalent_Enhancer
GM12878_Lymphoblastoid_Repressed_PolyComb	Rectal_Mucosa.Donor_31_Enhancers
Brain_Mid_Frontal_Lobe_Bivalent_Poised_TSS	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Bivalent_Enhancer
iPS_DF_19.11_Cell_Line_Active_TSS	Gastric_Transcr_at_gene_5_and_3
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_ZNF_genes_and_repeats	HUES48_Cell_Line_Bivalent_Enhancer
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Flanking_Active_TSS	GM12878_Lymphoblastoid_Repressed_PolyComb
CD56_Primary_Cells_Genic_enhancers	HUES64_Cell_Line_Bivalent_Enhancer
Left_Ventricle_Repressed_PolyComb	CD56_Primary_Cells_Transcr_at_gene_5_and_3
HepG2_Hepatocellular_Carcinoma_Flanking_Bivalent_TSS_Enh	Mobilized_CD34_Primary_Cells_Female_Transcr_at_gene_5_and_3
Brain_Substantia_Nigra_Flanking_Active_TSS	Duodenum_Mucosa_Transcr_at_gene_5_and_3
Fetal_Heart_Flanking_Active_TSS	Thymus_Repressed_PolyComb
Brain_Hippocampus_Middle_Bivalent_Poised_TSS	NHEK_Epidermal_Keratinocytes_Bivalent_Enhancer
Pancreatic_Islets_Bivalent_Poised_TSS	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Bivalent_Poised_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_ZNF_genes_and_repeats	Right_Ventricle_Flanking_Bivalent_TSS_Enh
Fetal_Muscle_Leg_Flanking_Bivalent_TSS_Enh	iPS_DF_6.9_Cell_Line_Bivalent_Enhancer
CD19_Primary_Cells_Peripheral_UW_Repressed_PolyComb	Stomach_Smooth_Muscle_Transcr_at_gene_5_and_3
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Repressed_PolyComb	Fetal_Kidney_Enhancers
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Repressed_PolyComb	Right_Ventricle_Bivalent_Poised_TSS
CD14_Primary_Cells_ZNF_genes_and_repeats	H9_Cell_Line_Bivalent_Enhancer
CD8_Naive_Primary_Cells_ZNF_genes_and_repeats	Fetal_Intestine_Large_Enhancers
CD19_Primary_Cells_Cord_BI_Bivalent_Enhancer	Left_Ventricle_Bivalent_Enhancer
Brain_Cingulate_Gyrus_Active_TSS	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Bivalent_Poised_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_ZNF_genes_and_repeats	Brain_Substantia_Nigra_Bivalent_Enhancer
