Embedding-based	Giggle-legacy
Rectal_Mucosa.Donor_31_Repressed_PolyComb	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Flanking_Active_TSS
Duodenum_Smooth_Muscle_Repressed_PolyComb	Muscle_Satellite_Cultured_Cells_Enhancers
Duodenum_Smooth_Muscle_Weak_Repressed_PolyComb	Dnd41_TCell_Leukemia_Bivalent_Enhancer
Stomach_Mucosa_Strong_transcription	Brain_Germinal_Matrix_Flanking_Active_TSS
iPS_DF_19.11_Cell_Line_Heterochromatin	CD4_Naive_Primary_Cells_Flanking_Active_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Heterochromatin	NHLF_Lung_Fibroblasts_Bivalent_Enhancer
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Weak_Repressed_PolyComb	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Bivalent_Poised_TSS
CD15_Primary_Cells_ZNF_genes_and_repeats	Muscle_Satellite_Cultured_Cells_Flanking_Active_TSS
Colonic_Mucosa_Weak_Repressed_PolyComb	iPS_DF_19.11_Cell_Line_ZNF_genes_and_repeats
Osteoblasts_Weak_Repressed_PolyComb	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers
K562_Leukemia_Heterochromatin	A549_EtOH_0.02pct_Lung_Carcinoma_Active_TSS
Duodenum_Mucosa_Repressed_PolyComb	CD19_Primary_Cells_Cord_BI_Flanking_Active_TSS
HUES48_Cell_Line_ZNF_genes_and_repeats	CD8_Memory_Primary_Cells_Flanking_Active_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Active_TSS	4star_Repressed_PolyComb
Ovary_Repressed_PolyComb	Brain_Inferior_Temporal_Lobe_Bivalent_Enhancer
Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Weak_Repressed_PolyComb	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Bivalent_Enhancer
Adipose_Nuclei_Repressed_PolyComb	Right_Atrium_Active_TSS
Fetal_Intestine_Small_Weak_Repressed_PolyComb	Rectal_Smooth_Muscle_Enhancers
Stomach_Mucosa_Repressed_PolyComb	Duodenum_Smooth_Muscle_Bivalent_Enhancer
Skeletal_Muscle_Female_Weak_Repressed_PolyComb	Brain_Hippocampus_Middle_Active_TSS
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Heterochromatin	Duodenum_Smooth_Muscle_Flanking_Active_TSS
Muscle_Satellite_Cultured_Cells_Weak_Repressed_PolyComb	Lung_Heterochromatin
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Weak_Repressed_PolyComb	Mobilized_CD34_Primary_Cells_Female_Bivalent_Enhancer
NHDF_Ad_Adult_Dermal_Fibroblasts_Heterochromatin	HUES48_Cell_Line_Active_TSS
CD19_Primary_Cells_Peripheral_UW_Weak_Repressed_PolyComb	Rectal_Smooth_Muscle_Flanking_Active_TSS
Rectal_Mucosa.Donor_29_Repressed_PolyComb	Brain_Cingulate_Gyrus_Active_TSS
HMEC_Mammary_Epithelial_Repressed_PolyComb	Colon_Smooth_Muscle_Flanking_Active_TSS
Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Weak_Repressed_PolyComb	Fetal_Intestine_Small_Flanking_Active_TSS
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Heterochromatin	Colonic_Mucosa_Active_TSS
CD4_Naive_Primary_Cells_Weak_Repressed_PolyComb	HeLa_S3_Cervical_Carcinoma_Bivalent_Enhancer
CD19_Primary_Cells_Peripheral_UW_Genic_enhancers	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Active_TSS
Colon_Smooth_Muscle_Repressed_PolyComb	iPS_15b_Cell_Line_Bivalent_Poised_TSS
Mobilized_CD34_Primary_Cells_Female_ZNF_genes_and_repeats	Stomach_Smooth_Muscle_Bivalent_Poised_TSS
H1_Derived_Mesenchymal_Stem_Cells_Repressed_PolyComb	HMEC_Mammary_Epithelial_Flanking_Active_TSS
Peripheral_Blood_Mononuclear_Primary_Cells_Repressed_PolyComb	Peripheral_Blood_Mononuclear_Primary_Cells_Bivalent_Enhancer
Small_Intestine_Repressed_PolyComb	NHDF_Ad_Adult_Dermal_Fibroblasts_Flanking_Active_TSS
Brain_Angular_Gyrus_Repressed_PolyComb	CD3_Primary_Cells_Cord_BI_Flanking_Active_TSS
Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Repressed_PolyComb	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Flanking_Active_TSS
Pancreatic_Islets_Active_TSS	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Bivalent_Enhancer
CD4_Memory_Primary_Cells_Heterochromatin	Small_Intestine_Enhancers
NHEK_Epidermal_Keratinocytes_Weak_Repressed_PolyComb	iPS_20b_Cell_Line_Bivalent_Poised_TSS
hESC_Derived_CD56pp_Ectoderm_Cultured_Cells_Active_TSS	CD15_Primary_Cells_Bivalent_Enhancer
iPS_20b_Cell_Line_ZNF_genes_and_repeats	Gastric_Weak_transcription
CD3_Primary_Cells_Peripheral_UW_Genic_enhancers	HSMM_Skeletal_Muscle_Myoblasts_Flanking_Active_TSS
CD4_Naive_Primary_Cells_Heterochromatin	Right_Atrium_Strong_transcription
H1_Cell_Line_Repressed_PolyComb	Fetal_Intestine_Large_Flanking_Active_TSS
Dnd41_TCell_Leukemia_ZNF_genes_and_repeats	CD3_Primary_Cells_Peripheral_UW_Flanking_Active_TSS
Stomach_Mucosa_Heterochromatin	iPS_15b_Cell_Line_Active_TSS
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Repressed_PolyComb	A549_EtOH_0.02pct_Lung_Carcinoma_Bivalent_Enhancer
H9_Cell_Line_Active_TSS	Brain_Angular_Gyrus_Flanking_Active_TSS
Aorta_Active_TSS	Duodenum_Mucosa_Active_TSS
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Genic_enhancers	CD34_Cultured_Cells_Bivalent_Enhancer
Gastric_Heterochromatin	Pancreas_Weak_transcription
Brain_Cingulate_Gyrus_Repressed_PolyComb	CD4_Memory_Primary_Cells_Flanking_Active_TSS
CD4_Memory_Primary_Cells_Weak_Repressed_PolyComb	GM12878_Lymphoblastoid_Active_TSS
CD8_Memory_Primary_Cells_Heterochromatin	hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Active_TSS
CD4pp_CD25__Th_Primary_Cells_Genic_enhancers	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Bivalent_Poised_TSS
H9_Cell_Line_Repressed_PolyComb	Psoas_Muscle_Active_TSS
ES_I3_Cell_Line_Active_TSS	iPS_20b_Cell_Line_Active_TSS
ES_I3_Cell_Line_Repressed_PolyComb	iPS_18_Cell_Line_Active_TSS
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Weak_Repressed_PolyComb	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Active_TSS
CD14_Primary_Cells_Enhancers	IMR90_Cell_Line_Flanking_Active_TSS
Brain_Inferior_Temporal_Lobe_Repressed_PolyComb	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Active_TSS
Brain_Anterior_Caudate_Weak_Repressed_PolyComb	Brain_Substantia_Nigra_Flanking_Active_TSS
ES_WA7_Cell_Line_Strong_transcription	Breast_vHMEC_Bivalent_Enhancer
Fetal_Heart_Weak_Repressed_PolyComb	NH_A_Astrocytes_Bivalent_Enhancer
H9_Derived_Neuron_Cultured_Cells_Weak_Repressed_PolyComb	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Heterochromatin
Psoas_Muscle_Weak_Repressed_PolyComb	HSMM_Skeletal_Muscle_Myoblasts_Bivalent_Enhancer
H9_Derived_Neuronal_Progenitor_Cultured_Cells_ZNF_genes_and_repeats	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_Active_TSS
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_ZNF_genes_and_repeats	H9_Derived_Neuron_Cultured_Cells_Flanking_Active_TSS
CD19_Primary_Cells_Peripheral_UW_ZNF_genes_and_repeats	Adult_Liver_Flanking_Active_TSS
Fetal_Heart_Strong_transcription	iPS_DF_19.11_Cell_Line_Repressed_PolyComb
CD14_Primary_Cells_ZNF_genes_and_repeats	NHLF_Lung_Fibroblasts_Flanking_Active_TSS
GM12878_Lymphoblastoid_ZNF_genes_and_repeats	Fetal_Kidney_Active_TSS
Brain_Hippocampus_Middle_Weak_Repressed_PolyComb	Thymus_Flanking_Active_TSS
CD56_Primary_Cells_Genic_enhancers	CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Bivalent_Enhancer
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Repressed_PolyComb	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS
H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Active_TSS	Brain_Germinal_Matrix_Active_TSS
CD8_Naive_Primary_Cells_Repressed_PolyComb	Right_Ventricle_Active_TSS
Psoas_Muscle_Active_TSS	CD34_Primary_Cells_Flanking_Active_TSS
Brain_Hippocampus_Middle_Repressed_PolyComb	Stomach_Smooth_Muscle_Flanking_Bivalent_TSS_Enh
Brain_Substantia_Nigra_Weak_Repressed_PolyComb	Colon_Smooth_Muscle_Active_TSS
CD19_Primary_Cells_Peripheral_UW_Repressed_PolyComb	Pancreas_Weak_Repressed_PolyComb
HUVEC_Umbilical_Vein_Endothelial_Cells_Weak_Repressed_PolyComb	Psoas_Muscle_Enhancers
Rectal_Smooth_Muscle_Weak_Repressed_PolyComb	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Flanking_Active_TSS
H1_Cell_Line_Active_TSS	H1_Derived_Neuronal_Progenitor_Cultured_Cells_Weak_transcription
Fetal_Muscle_Leg_Genic_enhancers	iPS_20b_Cell_Line_Enhancers
Adult_Liver_ZNF_genes_and_repeats	GM12878_Lymphoblastoid_Bivalent_Enhancer
iPS_DF_19.11_Cell_Line_Strong_transcription	HUES6_Cell_Line_Flanking_Active_TSS
iPS_DF_6.9_Cell_Line_Repressed_PolyComb	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Flanking_Active_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_ZNF_genes_and_repeats	CD19_Primary_Cells_Cord_BI_Bivalent_Enhancer
CD8_Memory_Primary_Cells_Weak_Repressed_PolyComb	Rectal_Smooth_Muscle_Bivalent_Enhancer
CD34_Cultured_Cells_ZNF_genes_and_repeats	HUES64_Cell_Line_Bivalent_Poised_TSS
Left_Ventricle_Repressed_PolyComb	CD3_Primary_Cells_Cord_BI_Bivalent_Enhancer
ES_WA7_Cell_Line_Active_TSS	CD8_Naive_Primary_Cells_Flanking_Active_TSS
CD56_Primary_Cells_Weak_Repressed_PolyComb	K562_Leukemia_Weak_transcription
Pancreatic_Islets_Repressed_PolyComb	Fetal_Muscle_Leg_Flanking_Active_TSS
Brain_Inferior_Temporal_Lobe_Weak_Repressed_PolyComb	HSMM_Skeletal_Muscle_Myoblasts_Active_TSS
HUES48_Cell_Line_Active_TSS	CD14_Primary_Cells_Flanking_Active_TSS
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Genic_enhancers	NHLF_Lung_Fibroblasts_Active_TSS
Fetal_Intestine_Large_Active_TSS	Esophagus_Weak_transcription
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Weak_Repressed_PolyComb	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Flanking_Active_TSS
Breast_vHMEC_Active_TSS	Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Flanking_Active_TSS
CD19_Primary_Cells_Cord_BI_ZNF_genes_and_repeats	Fetal_Muscle_Trunk_Flanking_Active_TSS
GM12878_Lymphoblastoid_Repressed_PolyComb	hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Active_TSS
Fetal_Kidney_Active_TSS	Brain_Anterior_Caudate_Bivalent_Enhancer
ES_WA7_Cell_Line_Heterochromatin	CD19_Primary_Cells_Peripheral_UW_Flanking_Active_TSS
Adult_Liver_Repressed_PolyComb	Penis_Foreskin_Fibroblast_Primary_Cells_skin02_Transcr_at_gene_5_and_3
HUES64_Cell_Line_Active_TSS	Fetal_Thymus_Flanking_Active_TSS
Brain_Substantia_Nigra_Repressed_PolyComb	Sigmoid_Colon_Bivalent_Enhancer
HepG2_Hepatocellular_Carcinoma_Genic_enhancers	CD15_Primary_Cells_Transcr_at_gene_5_and_3
iPS_15b_Cell_Line_Active_TSS	HUVEC_Umbilical_Vein_Endothelial_Cells_Bivalent_Enhancer
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Weak_Repressed_PolyComb	Breast_Myoepithelial_Cells_Active_TSS
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Weak_Repressed_PolyComb	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Active_TSS
H1_BMP4_Derived_Trophoblast_Cultured_Cells_Repressed_PolyComb	H1_BMP4_Derived_Mesendoderm_Cultured_Cells_Enhancers
Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_ZNF_genes_and_repeats	Spleen_ZNF_genes_and_repeats
CD3_Primary_Cells_Cord_BI_ZNF_genes_and_repeats	CD56_Primary_Cells_Flanking_Active_TSS
Breast_vHMEC_Repressed_PolyComb	Monocytes_CD14pp_RO01746_Transcr_at_gene_5_and_3
Left_Ventricle_Active_TSS	Stomach_Mucosa_Flanking_Active_TSS
Fetal_Intestine_Large_Weak_Repressed_PolyComb	Breast_Myoepithelial_Cells_Weak_transcription
Right_Ventricle_Repressed_PolyComb	CD4pp_CD25pp_CD127__Treg_Primary_Cells_Bivalent_Enhancer
Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells_ZNF_genes_and_repeats	H1_Cell_Line_Active_TSS
HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Active_TSS	Brain_Substantia_Nigra_Active_TSS
Dnd41_TCell_Leukemia_Genic_enhancers	HepG2_Hepatocellular_Carcinoma_Active_TSS
CD3_Primary_Cells_Peripheral_UW_ZNF_genes_and_repeats	HeLa_S3_Cervical_Carcinoma_Bivalent_Poised_TSS
4star_Repressed_PolyComb	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Active_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_ZNF_genes_and_repeats	Lung_Weak_transcription
HUES6_Cell_Line_Active_TSS	Fetal_Adrenal_Gland_Flanking_Active_TSS
Brain_Anterior_Caudate_Repressed_PolyComb	ES_I3_Cell_Line_Bivalent_Poised_TSS
Brain_Mid_Frontal_Lobe_Weak_Repressed_PolyComb	Skeletal_Muscle_Male_Bivalent_Poised_TSS
CD34_Primary_Cells_Weak_Repressed_PolyComb	iPS_15b_Cell_Line_Flanking_Bivalent_TSS_Enh
CD4pp_CD25pp_CD127__Treg_Primary_Cells_ZNF_genes_and_repeats	Fetal_Intestine_Small_Genic_enhancers
NHLF_Lung_Fibroblasts_Active_TSS	HeLa_S3_Cervical_Carcinoma_Active_TSS
Ovary_Active_TSS	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Active_TSS
Dnd41_TCell_Leukemia_Transcr_at_gene_5_and_3	H9_Cell_Line_Repressed_PolyComb
NHDF_Ad_Adult_Dermal_Fibroblasts_Weak_Repressed_PolyComb	iPS_DF_6.9_Cell_Line_Weak_transcription
CD4pp_CD25pp_CD127__Treg_Primary_Cells_Genic_enhancers	Lung_Bivalent_Enhancer
Fetal_Brain_Female_ZNF_genes_and_repeats	CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Flanking_Active_TSS
CD4pp_CD25__Th_Primary_Cells_ZNF_genes_and_repeats	Thymus_Active_TSS
Fetal_Intestine_Small_Genic_enhancers	Brain_Angular_Gyrus_Bivalent_Enhancer
iPS_DF_6.9_Cell_Line_Active_TSS	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived_Active_TSS
Fetal_Thymus_Genic_enhancers	Fetal_Kidney_Flanking_Bivalent_TSS_Enh
Fetal_Adrenal_Gland_Genic_enhancers	Fetal_Heart_Bivalent_Enhancer
NHDF_Ad_Adult_Dermal_Fibroblasts_Active_TSS	NHDF_Ad_Adult_Dermal_Fibroblasts_Active_TSS
Breast_Myoepithelial_Cells_Enhancers	CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Bivalent_Enhancer
iPS_18_Cell_Line_ZNF_genes_and_repeats	Fetal_Lung_Flanking_Active_TSS
Fetal_Placenta_Genic_enhancers	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM_Active_TSS
Right_Ventricle_Weak_Repressed_PolyComb	Fetal_Muscle_Trunk_Flanking_Bivalent_TSS_Enh
Fetal_Placenta_Repressed_PolyComb	Fetal_Brain_Male_Bivalent_Poised_TSS
CD19_Primary_Cells_Peripheral_UW_Enhancers	Aorta_Enhancers
Duodenum_Mucosa_Weak_Repressed_PolyComb	K562_Leukemia_Active_TSS
CD34_Primary_Cells_ZNF_genes_and_repeats	HUVEC_Umbilical_Vein_Endothelial_Cells_Flanking_Active_TSS
Adipose_Nuclei_ZNF_genes_and_repeats	H9_Derived_Neuronal_Progenitor_Cultured_Cells_Flanking_Active_TSS
hESC_Derived_CD184pp_Endoderm_Cultured_Cells_Active_TSS	CD14_Primary_Cells_Transcr_at_gene_5_and_3
Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_ZNF_genes_and_repeats	H1_BMP4_Derived_Trophoblast_Cultured_Cells_Weak_transcription
CD3_Primary_Cells_Peripheral_UW_Weak_Repressed_PolyComb	NH_A_Astrocytes_Flanking_Active_TSS
CD8_Naive_Primary_Cells_ZNF_genes_and_repeats	Fetal_Placenta_Weak_transcription
Fetal_Heart_Enhancers	Left_Ventricle_Bivalent_Enhancer
Brain_Mid_Frontal_Lobe_Repressed_PolyComb	iPS_DF_6.9_Cell_Line_Repressed_PolyComb
IMR90_Cell_Line_Active_TSS	4star_Bivalent_Enhancer
Rectal_Smooth_Muscle_Repressed_PolyComb	CD19_Primary_Cells_Cord_BI_Transcr_at_gene_5_and_3
HUES6_Cell_Line_ZNF_genes_and_repeats	HUES6_Cell_Line_Bivalent_Poised_TSS
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS	Fetal_Intestine_Small_Transcr_at_gene_5_and_3
Duodenum_Mucosa_ZNF_genes_and_repeats	Right_Atrium_ZNF_genes_and_repeats
Brain_Cingulate_Gyrus_Weak_Repressed_PolyComb	Right_Atrium_Genic_enhancers
Adult_Liver_Genic_enhancers	Aorta_Heterochromatin
Fetal_Muscle_Trunk_Genic_enhancers	H1_Derived_Mesenchymal_Stem_Cells_Weak_transcription
CD8_Naive_Primary_Cells_Transcr_at_gene_5_and_3	Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Transcr_at_gene_5_and_3
NHLF_Lung_Fibroblasts_Weak_Repressed_PolyComb	Left_Ventricle_Active_TSS
Breast_Myoepithelial_Cells_Genic_enhancers	Rectal_Mucosa.Donor_31_Active_TSS
A549_EtOH_0.02pct_Lung_Carcinoma_Active_TSS	HeLa_S3_Cervical_Carcinoma_Flanking_Bivalent_TSS_Enh
CD4pp_CD25__CD45RApp_Naive_Primary_Cells_ZNF_genes_and_repeats	Esophagus_Bivalent_Enhancer
CD19_Primary_Cells_Cord_BI_Genic_enhancers	Pancreatic_Islets_Flanking_Active_TSS
Brain_Angular_Gyrus_Weak_Repressed_PolyComb	Ovary_Active_TSS
iPS_18_Cell_Line_Active_TSS	Fetal_Kidney_Flanking_Active_TSS
HMEC_Mammary_Epithelial_Enhancers	Aorta_Active_TSS
Fetal_Intestine_Small_Active_TSS	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Active_TSS
HUVEC_Umbilical_Vein_Endothelial_Cells_Genic_enhancers	Breast_Myoepithelial_Cells_Bivalent_Poised_TSS
CD56_Primary_Cells_ZNF_genes_and_repeats	Brain_Substantia_Nigra_Bivalent_Enhancer
A549_EtOH_0.02pct_Lung_Carcinoma_ZNF_genes_and_repeats	Fetal_Heart_Flanking_Active_TSS
CD4_Memory_Primary_Cells_Genic_enhancers	Mobilized_CD34_Primary_Cells_Male_Bivalent_Poised_TSS
Brain_Angular_Gyrus_Active_TSS	Osteoblasts_Active_TSS
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_ZNF_genes_and_repeats	Brain_Mid_Frontal_Lobe_Weak_transcription
CD4pp_CD25__Th_Primary_Cells_Enhancers	Ovary_Flanking_Active_TSS
Fetal_Intestine_Large_Enhancers	Spleen_Genic_enhancers
CD15_Primary_Cells_Genic_enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Weak_transcription
Fetal_Heart_Heterochromatin	Colon_Smooth_Muscle_Bivalent_Enhancer
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Weak_Repressed_PolyComb	Mobilized_CD34_Primary_Cells_Male_Flanking_Bivalent_TSS_Enh
HepG2_Hepatocellular_Carcinoma_Enhancers	ES_WA7_Cell_Line_Flanking_Active_TSS
Breast_Myoepithelial_Cells_Active_TSS	Fetal_Intestine_Large_Active_TSS
CD34_Cultured_Cells_Weak_Repressed_PolyComb	Esophagus_Flanking_Active_TSS
Mobilized_CD34_Primary_Cells_Female_Enhancers	Small_Intestine_Bivalent_Enhancer
Fetal_Stomach_Genic_enhancers	Esophagus_Transcr_at_gene_5_and_3
Skeletal_Muscle_Male_Genic_enhancers	Right_Ventricle_Weak_transcription
Fetal_Stomach_Active_TSS	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Weak_transcription
CD4_Naive_Primary_Cells_Genic_enhancers	Right_Ventricle_Flanking_Active_TSS
Fetal_Kidney_Heterochromatin	Skeletal_Muscle_Male_Active_TSS
CD3_Primary_Cells_Cord_BI_Genic_enhancers	CD4pp_CD25__Th_Primary_Cells_Bivalent_Enhancer
Skeletal_Muscle_Female_Genic_enhancers	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Flanking_Bivalent_TSS_Enh
Breast_vHMEC_Enhancers	Brain_Anterior_Caudate_Weak_transcription
H9_Derived_Neuronal_Progenitor_Cultured_Cells_Active_TSS	Adipose_Nuclei_Bivalent_Poised_TSS
CD34_Cultured_Cells_Genic_enhancers	CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Active_TSS
CD15_Primary_Cells_Enhancers	CD34_Cultured_Cells_Weak_transcription
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_Genic_enhancers	Duodenum_Mucosa_Flanking_Bivalent_TSS_Enh
Brain_Mid_Frontal_Lobe_Active_TSS	Aorta_Transcr_at_gene_5_and_3
K562_Leukemia_Active_TSS	Neurosphere_Cultured_Cells_Cortex_Derived_Flanking_Active_TSS
CD4_Memory_Primary_Cells_Enhancers	Pancreatic_Islets_Bivalent_Enhancer
Brain_Germinal_Matrix_ZNF_genes_and_repeats	Mobilized_CD34_Primary_Cells_Female_Weak_transcription
iPS_20b_Cell_Line_Active_TSS	CD34_Primary_Cells_Bivalent_Enhancer
Duodenum_Smooth_Muscle_ZNF_genes_and_repeats	Left_Ventricle_Flanking_Active_TSS
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Enhancers	Right_Atrium_Flanking_Active_TSS
Breast_Myoepithelial_Cells_ZNF_genes_and_repeats	K562_Leukemia_Flanking_Bivalent_TSS_Enh
HSMM_Skeletal_Muscle_Myoblasts_Active_TSS	A549_EtOH_0.02pct_Lung_Carcinoma_Weak_transcription
Sigmoid_Colon_Active_TSS	H1_Derived_Mesenchymal_Stem_Cells_Flanking_Active_TSS
NHDF_Ad_Adult_Dermal_Fibroblasts_Enhancers	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Flanking_Bivalent_TSS_Enh
Small_Intestine_Active_TSS	Left_Ventricle_Transcr_at_gene_5_and_3
Colon_Smooth_Muscle_Active_TSS	Penis_Foreskin_Melanocyte_Primary_Cells_skin01_Transcr_at_gene_5_and_3
CD8_Naive_Primary_Cells_Enhancers	Duodenum_Mucosa_Weak_transcription
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Transcr_at_gene_5_and_3	Fetal_Stomach_Genic_enhancers
CD4pp_CD25__IL17pp_PMA_Ionomcyin_stimulated_Th17_Primary_Cells_Genic_enhancers	CD4pp_CD25__CD45RApp_Naive_Primary_Cells_Bivalent_Enhancer
Fetal_Muscle_Trunk_Repressed_PolyComb	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02_Transcr_at_gene_5_and_3
Duodenum_Smooth_Muscle_Active_TSS	CD19_Primary_Cells_Peripheral_UW_Transcr_at_gene_5_and_3
Sigmoid_Colon_Repressed_PolyComb	Skeletal_Muscle_Female_Active_TSS
Penis_Foreskin_Melanocyte_Primary_Cells_skin03_Genic_enhancers	Fetal_Thymus_Transcr_at_gene_5_and_3
Fetal_Muscle_Leg_Enhancers	CD3_Primary_Cells_Peripheral_UW_Transcr_at_gene_5_and_3
Fetal_Intestine_Small_Enhancers	CD19_Primary_Cells_Cord_BI_Bivalent_Poised_TSS
hESC_Derived_CD56pp_Mesoderm_Cultured_Cells_Genic_enhancers	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03_Transcr_at_gene_5_and_3
Fetal_Muscle_Leg_ZNF_genes_and_repeats	Thymus_Transcr_at_gene_5_and_3
Colonic_Mucosa_Repressed_PolyComb	NHDF_Ad_Adult_Dermal_Fibroblasts_Transcr_at_gene_5_and_3
Rectal_Mucosa.Donor_29_ZNF_genes_and_repeats	Rectal_Smooth_Muscle_Bivalent_Poised_TSS
Fetal_Thymus_Enhancers	Rectal_Mucosa.Donor_29_Bivalent_Poised_TSS
CD34_Cultured_Cells_Enhancers	Duodenum_Smooth_Muscle_Bivalent_Poised_TSS
H1_Cell_Line_ZNF_genes_and_repeats	CD3_Primary_Cells_Peripheral_UW_Flanking_Bivalent_TSS_Enh
HSMM_Skeletal_Muscle_Myoblasts_Genic_enhancers	Fetal_Stomach_Flanking_Active_TSS
Neurosphere_Cultured_Cells_Cortex_Derived_Enhancers	iPS_15b_Cell_Line_Flanking_Active_TSS
CD4pp_CD25__CD45ROpp_Memory_Primary_Cells_ZNF_genes_and_repeats	Adipose_Nuclei_Active_TSS
Fetal_Muscle_Trunk_ZNF_genes_and_repeats	Brain_Cingulate_Gyrus_Bivalent_Poised_TSS
H1_Derived_Neuronal_Progenitor_Cultured_Cells_Active_TSS	Stomach_Smooth_Muscle_Transcr_at_gene_5_and_3
Penis_Foreskin_Fibroblast_Primary_Cells_skin01_Genic_enhancers	Right_Atrium_Bivalent_Enhancer
CD4pp_CD25int_CD127pp_Tmem_Primary_Cells_Repressed_PolyComb	ES_I3_Cell_Line_Flanking_Active_TSS
CD14_Primary_Cells_Genic_enhancers	H9_Derived_Neuron_Cultured_Cells_Active_TSS
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells_Genic_enhancers	CD8_Memory_Primary_Cells_Bivalent_Enhancer
CD4pp_CD25__IL17__PMA_Ionomycin_stimulated_MACS_purified_Th_Primary_Cells_Enhancers	CD3_Primary_Cells_Cord_BI_Active_TSS
Brain_Substantia_Nigra_Active_TSS	Monocytes_CD14pp_RO01746_Flanking_Bivalent_TSS_Enh
NHEK_Epidermal_Keratinocytes_Genic_enhancers	Mobilized_CD34_Primary_Cells_Male_Weak_transcription
